,state,population,medIncome,medFamInc,perCapInc,NumUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,ViolentCrimesPerPop,CrimeCategory
1088,55,0.09,0.3,0.33,0.3,0.03,0.25,0.35,0.18,0.21,0.55,0.1,Low
1089,39,0.01,0.7,0.66,0.6,0.0,0.11,0.17,0.62,0.08,0.63,0.02,Low
1090,53,0.05,0.34,0.37,0.38,0.03,0.12,0.23,0.34,0.25,0.67,0.25,Low
1091,34,0.07,0.32,0.32,0.27,0.05,0.7,0.68,0.19,0.46,0.43,0.37,Medium
1092,48,0.01,0.36,0.33,0.25,0.01,0.19,0.41,0.16,0.38,0.59,0.07,Low
1093,34,0.01,0.3,0.3,0.25,0.02,0.39,0.59,0.18,0.56,0.53,0.71,High
1094,39,0.02,0.23,0.26,0.23,0.02,0.29,0.49,0.16,0.44,0.35,0.18,Low
1095,51,0.01,0.18,0.23,0.29,0.02,0.64,0.65,0.24,0.34,0.4,0.28,Medium
1096,25,0.0,0.26,0.29,0.25,0.01,0.3,0.43,0.18,0.74,0.38,0.44,High
1097,53,0.0,0.42,0.48,0.43,0.0,0.08,0.15,0.43,0.15,0.67,0.09,Low
1098,37,0.0,0.23,0.28,0.3,0.01,0.4,0.44,0.26,0.36,0.72,0.19,Low
1099,48,1.0,0.2,0.19,0.2,1.0,0.59,0.54,0.28,0.59,0.43,0.28,Medium
1100,25,0.02,0.53,0.56,0.48,0.01,0.14,0.21,0.41,0.39,0.59,0.03,Low
1101,34,0.03,1.0,0.96,1.0,0.0,0.12,0.13,0.86,0.1,0.65,0.04,Low
1102,44,0.02,0.39,0.36,0.35,0.01,0.19,0.24,0.44,0.27,0.67,0.32,Medium
1103,42,0.0,0.05,0.08,0.1,0.02,0.44,0.58,0.13,0.9,0.1,0.19,Low
1104,6,0.06,0.32,0.28,0.22,0.06,0.3,0.5,0.09,0.61,0.3,0.16,Low
1105,42,0.01,0.1,0.15,0.17,0.03,0.38,0.47,0.16,0.47,0.3,0.09,Low
1106,4,0.04,0.3,0.28,0.28,0.03,0.1,0.14,0.38,0.32,0.66,0.05,Low
1107,48,0.0,0.33,0.33,0.27,0.01,0.29,0.33,0.23,0.33,0.63,0.11,Low
1108,22,0.14,0.19,0.25,0.27,0.18,0.42,0.42,0.44,0.58,0.41,0.36,Medium
1109,42,0.0,0.55,0.53,0.42,0.0,0.23,0.29,0.42,0.05,0.77,0.09,Low
1110,5,0.01,0.15,0.2,0.21,0.02,0.45,0.49,0.34,0.33,0.26,0.03,Low
1111,39,0.05,0.59,0.6,0.6,0.01,0.11,0.17,0.58,0.21,0.61,0.05,Low
1112,39,0.01,0.63,0.66,0.6,0.0,0.04,0.07,0.9,0.1,0.61,0.05,Low
1113,18,0.02,0.46,0.44,0.37,0.01,0.17,0.25,0.29,0.18,0.54,0.13,Low
1114,9,0.02,1.0,1.0,1.0,0.01,0.06,0.09,1.0,0.14,0.61,0.05,Low
1115,48,0.06,0.4,0.4,0.35,0.02,0.18,0.25,0.41,0.19,0.88,0.12,Low
1116,40,0.01,0.11,0.13,0.18,0.03,0.47,0.59,0.28,0.64,0.27,0.47,High
1117,34,0.02,0.43,0.42,0.37,0.01,0.21,0.39,0.22,0.25,0.71,0.17,Low
1118,18,0.01,0.41,0.39,0.33,0.01,0.19,0.29,0.2,0.22,0.61,0.17,Low
1119,1,0.04,0.08,0.11,0.11,0.09,0.58,0.75,0.09,0.72,0.17,1.0,High
1120,6,0.26,0.65,0.61,0.51,0.07,0.15,0.21,0.48,0.22,0.74,0.2,Low
1121,25,0.03,0.62,0.62,0.59,0.01,0.09,0.14,0.69,0.27,0.71,0.08,Low
1122,40,0.11,0.22,0.32,0.29,0.1,0.14,0.2,0.62,0.37,0.54,0.09,Low
1123,28,0.0,0.33,0.38,0.4,0.0,0.09,0.12,0.76,0.15,0.93,0.1,Low
1124,34,0.01,0.83,0.91,1.0,0.01,0.11,0.06,1.0,0.18,0.52,0.03,Low
1125,13,0.0,0.12,0.13,0.22,0.02,0.53,0.67,0.24,0.58,0.32,0.71,High
1126,6,0.09,0.51,0.52,0.59,0.04,0.22,0.21,0.66,0.14,0.81,0.17,Low
1127,34,0.01,0.94,0.97,1.0,0.0,0.11,0.12,0.91,0.11,0.46,0.02,Low
1128,6,0.13,0.4,0.42,0.47,0.07,0.29,0.34,0.36,0.3,0.58,0.2,Low
1129,36,0.02,0.22,0.28,0.25,0.03,0.3,0.45,0.21,0.48,0.39,0.38,Medium
1130,34,0.01,0.42,0.43,0.43,0.01,0.2,0.24,0.42,0.22,0.7,0.09,Low
1131,6,0.0,0.57,0.63,0.68,0.0,0.09,0.11,0.65,0.09,0.62,0.06,Low
1132,44,0.02,0.37,0.38,0.31,0.01,0.65,0.61,0.31,0.46,0.48,0.05,Low
1133,55,0.02,0.47,0.45,0.35,0.0,0.21,0.31,0.24,0.19,0.74,0.05,Low
1134,12,0.56,0.09,0.09,0.16,1.0,1.0,0.94,0.19,0.75,0.31,1.0,High
1135,21,0.02,0.17,0.23,0.26,0.04,0.41,0.52,0.21,0.46,0.16,0.21,Low
1136,48,0.09,0.19,0.32,0.23,0.11,0.3,0.3,0.59,0.37,0.53,0.29,Medium
1137,34,0.0,0.69,0.66,0.55,0.0,0.31,0.28,0.48,0.19,0.66,0.04,Low
1138,6,0.05,0.5,0.5,0.45,0.02,0.19,0.26,0.33,0.22,0.63,0.12,Low
1139,33,0.04,0.35,0.38,0.37,0.02,0.18,0.25,0.45,0.38,0.52,0.06,Low
1140,42,0.0,0.2,0.23,0.22,0.01,0.42,0.68,0.1,0.31,0.5,0.21,Low
1141,9,0.06,0.54,0.53,0.48,0.02,0.21,0.3,0.37,0.33,0.6,0.06,Low
1142,6,0.03,0.32,0.31,0.28,0.04,0.49,0.53,0.19,0.38,0.5,0.51,High
1143,25,0.02,0.5,0.53,0.31,0.01,0.16,0.28,0.34,0.38,0.46,0.07,Low
1144,47,0.02,0.34,0.36,0.38,0.01,0.37,0.39,0.46,0.17,0.7,0.21,Low
1145,22,0.02,0.38,0.36,0.28,0.02,0.23,0.32,0.37,0.32,0.47,0.39,Medium
1146,6,0.02,0.18,0.12,0.02,0.06,1.0,1.0,0.02,0.69,0.4,0.66,High
1147,23,0.01,0.35,0.35,0.32,0.01,0.31,0.32,0.32,0.36,0.57,0.03,Low
1148,9,0.0,0.83,0.77,0.75,0.0,0.14,0.17,0.7,0.14,0.56,0.06,Low
1149,13,0.01,0.08,0.09,0.15,0.04,0.81,0.81,0.2,0.5,0.28,0.53,High
1150,13,0.06,0.67,0.7,0.65,0.01,0.09,0.1,0.75,0.1,0.79,0.08,Low
1151,25,0.14,0.18,0.21,0.2,0.15,1.0,0.9,0.14,0.84,0.29,0.59,High
1152,47,0.02,0.25,0.25,0.3,0.01,0.3,0.41,0.24,0.26,0.53,0.12,Low
1153,42,0.03,0.05,0.1,0.11,0.07,0.5,0.63,0.1,1.0,0.03,0.29,Medium
1154,42,0.05,0.15,0.16,0.13,0.09,0.46,0.67,0.1,0.86,0.25,1.0,High
1155,48,0.02,0.57,0.54,0.47,0.01,0.1,0.14,0.54,0.15,0.67,0.03,Low
1156,5,0.1,0.2,0.24,0.27,0.09,0.33,0.46,0.26,0.33,0.48,0.29,Medium
1157,6,0.04,0.14,0.18,0.24,0.04,0.39,0.57,0.13,0.66,0.0,0.38,Medium
1158,4,0.0,1.0,1.0,1.0,0.0,0.04,0.04,0.97,0.16,0.38,0.06,Low
1159,6,0.58,0.26,0.26,0.33,0.63,0.41,0.44,0.43,0.63,0.4,1.0,High
1160,6,0.01,0.21,0.17,0.12,0.03,1.0,0.82,0.15,1.0,0.35,0.3,Medium
1161,6,0.0,0.35,0.42,0.45,0.01,0.17,0.24,0.42,0.22,0.39,0.16,Low
1162,6,0.01,0.38,0.39,0.39,0.01,0.14,0.26,0.3,0.3,0.4,0.29,Medium
1163,42,0.04,0.78,0.72,0.59,0.0,0.09,0.12,0.6,0.11,0.7,0.02,Low
1164,51,0.2,0.31,0.3,0.27,0.13,0.23,0.34,0.3,0.35,0.57,0.19,Low
1165,6,0.03,0.19,0.21,0.22,0.05,0.48,0.59,0.12,0.62,0.32,0.38,Medium
1166,1,0.0,0.14,0.19,0.19,0.02,0.48,0.6,0.27,0.27,0.37,0.31,Medium
1167,12,0.0,0.48,0.58,0.81,0.0,0.19,0.24,0.44,0.24,0.31,0.07,Low
1168,36,0.01,0.15,0.19,0.17,0.02,0.43,0.51,0.15,0.77,0.29,0.11,Low
1169,6,0.16,0.41,0.4,0.31,0.08,0.23,0.32,0.3,0.41,0.52,0.6,High
1170,29,0.0,0.06,0.11,0.15,0.03,0.83,0.81,0.16,0.62,0.24,0.54,High
1171,6,0.12,0.26,0.22,0.11,0.14,1.0,1.0,0.06,0.74,0.42,0.45,High
1172,6,0.01,0.71,0.75,0.98,0.01,0.02,0.04,0.91,0.04,0.98,0.22,Low
1173,42,0.0,0.74,0.71,0.57,0.0,0.13,0.19,0.67,0.06,0.73,0.02,Low
1174,9,0.02,0.87,0.87,0.8,0.0,0.09,0.06,0.92,0.1,0.69,0.0,Low
1175,41,0.06,0.23,0.26,0.3,0.06,0.2,0.3,0.28,0.44,0.41,0.22,Low
1176,19,0.08,0.25,0.28,0.25,0.05,0.32,0.36,0.3,0.29,0.5,0.13,Low
1177,55,0.0,0.13,0.33,0.14,0.02,0.28,0.29,0.59,0.24,0.43,0.06,Low
1178,8,0.02,0.45,0.44,0.36,0.01,0.05,0.11,0.45,0.19,0.81,0.11,Low
1179,39,0.03,0.59,0.64,0.65,0.0,0.09,0.15,0.61,0.13,0.55,0.03,Low
1180,12,0.03,0.17,0.16,0.24,0.04,0.49,0.57,0.18,0.34,0.36,0.69,High
1181,48,0.04,0.48,0.47,0.41,0.01,0.12,0.2,0.47,0.25,0.73,0.19,Low
1182,45,0.03,0.22,0.25,0.26,0.06,0.57,0.54,0.36,0.38,0.39,0.69,High
1183,6,0.01,0.18,0.15,0.14,0.04,1.0,0.87,0.14,1.0,0.27,0.41,High
1184,34,0.01,0.89,0.88,0.76,0.0,0.06,0.09,0.77,0.19,0.63,0.08,Low
1185,12,0.05,0.4,0.37,0.3,0.03,0.21,0.37,0.23,0.27,0.67,0.31,Medium
1186,25,0.03,0.68,0.71,0.59,0.01,0.08,0.11,0.7,0.25,0.5,0.08,Low
1187,6,0.46,0.39,0.31,0.17,0.47,1.0,0.9,0.15,0.56,0.59,0.45,High
1188,25,0.02,0.5,0.51,0.43,0.01,0.19,0.32,0.25,0.35,0.55,0.2,Low
1189,40,0.0,0.19,0.2,0.2,0.02,0.34,0.46,0.21,0.25,0.49,0.19,Low
1190,33,0.0,0.35,0.36,0.29,0.01,0.41,0.43,0.2,0.31,0.67,0.03,Low
1191,8,0.01,0.37,0.33,0.32,0.01,0.18,0.24,0.45,0.2,0.81,0.15,Low
1192,48,0.0,0.12,0.15,0.19,0.02,0.62,0.61,0.24,0.6,0.3,0.54,High
1193,42,0.01,0.38,0.42,0.45,0.01,0.21,0.28,0.48,0.13,0.55,0.02,Low
1194,34,0.01,0.31,0.3,0.29,0.01,0.38,0.52,0.17,0.52,0.38,0.1,Low
1195,25,0.04,0.52,0.52,0.52,0.02,0.28,0.26,0.68,0.25,0.64,0.31,Medium
1196,13,0.04,0.25,0.25,0.25,0.05,0.33,0.48,0.28,0.56,0.53,0.65,High
1197,34,0.07,0.59,0.57,0.47,0.02,0.17,0.27,0.38,0.25,0.68,0.06,Low
1198,42,0.0,0.55,0.5,0.41,0.0,0.16,0.27,0.37,0.05,0.71,0.02,Low
1199,18,0.02,0.12,0.19,0.17,0.03,0.39,0.48,0.2,0.58,0.26,0.06,Low
1200,12,0.18,0.2,0.31,0.28,0.23,0.19,0.23,0.66,0.33,0.54,0.82,High
1201,34,0.01,0.74,0.76,0.81,0.0,0.21,0.19,0.81,0.17,0.51,0.02,Low
1202,53,0.03,0.23,0.27,0.27,0.04,0.25,0.37,0.19,0.48,0.36,0.14,Low
1203,44,0.01,0.68,0.67,0.68,0.0,0.09,0.17,0.76,0.21,0.56,0.03,Low
1204,12,0.05,0.59,0.74,0.89,0.02,0.16,0.15,0.81,0.21,0.46,0.4,Medium
1205,34,0.01,0.6,0.56,0.43,0.0,0.14,0.22,0.32,0.25,0.78,0.05,Low
1206,53,0.02,0.35,0.37,0.29,0.01,0.21,0.27,0.27,0.33,0.49,0.12,Low
1207,22,0.0,0.05,0.08,0.08,0.04,0.83,0.8,0.16,0.98,0.09,0.61,High
1208,34,0.03,0.26,0.27,0.26,0.05,0.48,0.6,0.28,0.66,0.47,1.0,High
1209,6,0.02,0.98,0.92,0.77,0.01,0.05,0.09,0.72,0.18,0.78,0.15,Low
1210,25,0.03,0.52,0.54,0.41,0.01,0.15,0.25,0.34,0.4,0.59,0.09,Low
1211,41,0.69,0.23,0.27,0.32,0.57,0.19,0.28,0.41,0.38,0.52,0.76,High
1212,42,0.0,0.39,0.36,0.29,0.0,0.28,0.38,0.21,0.13,0.79,0.02,Low
1213,25,0.01,0.55,0.56,0.45,0.0,0.31,0.39,0.37,0.32,0.71,0.06,Low
1214,34,0.0,0.74,0.78,0.81,0.0,0.07,0.13,0.92,0.04,0.52,0.03,Low
1215,48,0.02,0.51,0.44,0.31,0.01,0.08,0.15,0.34,0.25,0.9,0.06,Low
1216,6,0.02,0.36,0.33,0.29,0.01,0.32,0.35,0.24,0.28,0.65,0.2,Low
1217,22,0.01,0.11,0.15,0.22,0.03,0.4,0.5,0.26,0.48,0.29,0.25,Low
1218,55,0.04,0.75,0.69,0.68,0.0,0.11,0.13,0.68,0.07,0.57,0.07,Low
1219,39,0.08,0.38,0.4,0.48,0.02,0.14,0.21,0.46,0.14,0.55,0.06,Low
1220,6,0.04,0.33,0.32,0.28,0.05,0.31,0.36,0.21,0.47,0.43,0.19,Low
1221,39,0.04,0.68,0.72,0.87,0.0,0.04,0.04,0.98,0.04,0.51,0.06,Low
1222,29,0.0,0.2,0.23,0.18,0.01,0.55,0.59,0.24,0.19,0.27,0.16,Low
1223,48,0.13,0.33,0.34,0.38,0.12,0.32,0.37,0.46,0.38,0.55,0.19,Low
1224,41,0.09,0.33,0.34,0.29,0.05,0.17,0.27,0.24,0.24,0.64,0.14,Low
1225,34,0.04,0.43,0.43,0.36,0.02,0.52,0.55,0.23,0.38,0.54,0.18,Low
1226,34,0.01,0.66,0.67,0.61,0.01,0.33,0.45,0.38,0.2,0.49,0.11,Low
1227,42,0.02,0.37,0.38,0.32,0.01,0.34,0.4,0.23,0.19,0.53,0.22,Low
1228,34,0.09,0.7,0.69,0.58,0.01,0.16,0.24,0.48,0.26,0.58,0.03,Low
1229,4,0.02,0.22,0.21,0.25,0.02,0.19,0.47,0.14,0.41,0.31,0.33,Medium
1230,36,0.01,0.19,0.23,0.21,0.01,0.37,0.56,0.17,0.61,0.13,0.0,Low
1231,36,0.0,0.58,0.6,0.39,0.0,0.32,0.38,0.38,0.28,0.43,0.01,Low
1232,25,0.0,0.43,0.42,0.4,0.01,0.12,0.23,0.31,0.47,0.58,0.37,Medium
1233,44,0.05,0.23,0.26,0.23,0.05,0.69,0.78,0.13,0.62,0.41,0.15,Low
1234,9,0.0,0.49,0.48,0.39,0.0,0.35,0.43,0.21,0.19,0.67,0.04,Low
1235,42,0.0,0.24,0.3,0.23,0.01,0.52,0.67,0.12,0.55,0.43,0.35,Medium
1236,6,0.02,0.8,0.71,0.48,0.01,0.24,0.23,0.45,0.18,0.82,0.1,Low
1237,13,0.01,0.15,0.17,0.2,0.03,0.47,0.6,0.29,0.47,0.42,0.46,High
1238,39,0.01,0.34,0.4,0.47,0.01,0.13,0.19,0.48,0.22,0.49,0.04,Low
1239,40,0.03,0.12,0.17,0.18,0.05,0.4,0.53,0.21,0.61,0.26,0.18,Low
1240,6,0.26,0.34,0.34,0.31,0.23,0.27,0.38,0.31,0.45,0.51,0.4,Medium
1241,55,0.07,0.22,0.26,0.23,0.06,0.29,0.36,0.31,0.27,0.49,0.06,Low
1242,34,0.0,0.8,0.71,0.59,0.0,0.06,0.16,0.51,0.33,0.75,0.01,Low
1243,34,0.02,0.42,0.41,0.33,0.01,0.26,0.39,0.21,0.37,0.43,0.03,Low
1244,42,0.58,0.15,0.2,0.25,0.69,0.31,0.47,0.31,0.6,0.26,0.52,High
1245,19,0.01,0.41,0.42,0.32,0.01,0.06,0.08,0.47,0.06,0.92,0.03,Low
1246,19,0.09,0.2,0.23,0.25,0.1,0.28,0.37,0.21,0.46,0.38,0.27,Medium
1247,9,0.09,0.53,0.55,0.49,0.03,0.34,0.4,0.43,0.32,0.63,0.11,Low
1248,9,0.04,0.81,0.77,0.68,0.01,0.26,0.26,0.58,0.24,0.54,0.03,Low
1249,25,0.02,0.54,0.58,0.53,0.01,0.13,0.2,0.59,0.28,0.6,0.17,Low
1250,48,0.11,0.2,0.24,0.28,0.13,0.33,0.39,0.39,0.53,0.4,0.47,High
1251,6,0.03,0.58,0.58,0.58,0.01,0.08,0.1,0.57,0.15,0.7,0.22,Low
1252,1,0.01,0.46,0.42,0.29,0.01,0.27,0.37,0.39,0.12,0.69,0.06,Low
1253,48,0.02,0.12,0.15,0.16,0.05,0.43,0.55,0.24,0.55,0.26,0.39,Medium
1254,6,0.08,0.56,0.68,0.73,0.02,0.05,0.07,0.77,0.15,0.46,0.12,Low
1255,25,0.02,0.9,0.9,0.88,0.0,0.06,0.07,0.9,0.18,0.58,0.02,Low
1256,47,0.0,0.39,0.39,0.36,0.0,0.25,0.36,0.27,0.07,0.73,0.26,Medium
1257,6,0.12,0.39,0.36,0.22,0.09,0.36,0.48,0.13,0.47,0.54,0.55,High
1258,6,0.11,0.53,0.48,0.35,0.06,0.36,0.41,0.28,0.35,0.66,0.21,Low
1259,41,0.0,0.21,0.24,0.24,0.01,0.22,0.3,0.25,0.37,0.43,0.12,Low
1260,34,0.0,0.66,0.61,0.53,0.0,0.14,0.15,0.67,0.17,0.79,0.1,Low
1261,13,0.0,0.12,0.14,0.14,0.03,0.62,0.71,0.23,0.42,0.28,0.41,High
1262,22,0.78,0.11,0.12,0.21,1.0,0.45,0.56,0.35,0.86,0.26,0.84,High
1263,6,0.12,0.52,0.55,0.61,0.05,0.22,0.24,0.48,0.23,0.63,0.18,Low
1264,34,0.02,0.9,1.0,1.0,0.0,0.16,0.16,0.88,0.14,0.56,0.04,Low
1265,48,0.1,0.23,0.25,0.26,0.11,0.26,0.38,0.29,0.46,0.45,0.34,Medium
1266,34,0.02,0.74,0.69,0.57,0.0,0.09,0.16,0.58,0.15,0.76,0.07,Low
1267,39,0.08,0.28,0.35,0.38,0.05,0.17,0.26,0.46,0.28,0.61,0.05,Low
1268,42,0.04,0.49,0.48,0.43,0.01,0.11,0.15,0.54,0.19,0.53,0.02,Low
1269,48,0.03,0.1,0.2,0.14,0.05,0.33,0.46,0.34,0.53,0.04,0.31,Medium
1270,6,0.02,0.29,0.26,0.16,0.04,0.73,0.7,0.24,0.72,0.49,0.97,High
1271,48,0.13,0.21,0.22,0.22,0.16,0.49,0.53,0.2,0.48,0.46,0.33,Medium
1272,34,0.03,0.63,0.64,0.57,0.01,0.21,0.26,0.53,0.14,0.69,0.12,Low
1273,1,0.02,0.07,0.1,0.12,0.07,0.57,0.7,0.24,0.74,0.18,1.0,High
1274,28,0.0,0.1,0.14,0.13,0.02,0.75,0.78,0.21,0.77,0.25,0.96,High
1275,6,0.02,0.66,0.57,0.34,0.01,0.16,0.41,0.15,0.29,0.2,0.25,Low
1276,55,0.0,0.28,0.32,0.29,0.01,0.27,0.31,0.34,0.18,0.63,0.03,Low
1277,25,0.03,0.39,0.38,0.35,0.01,0.66,0.58,0.34,0.51,0.42,0.12,Low
1278,6,0.04,0.57,0.58,0.51,0.02,0.1,0.18,0.47,0.21,0.64,0.14,Low
1279,6,0.05,0.26,0.31,0.5,0.04,0.27,0.39,0.32,0.32,0.34,0.52,High
1280,1,0.0,0.43,0.45,0.42,0.01,0.11,0.17,0.57,0.22,0.56,0.05,Low
1281,48,0.02,0.74,0.68,0.66,0.0,0.11,0.13,0.7,0.21,0.69,0.09,Low
1282,39,0.01,0.23,0.25,0.21,0.02,0.3,0.46,0.15,0.68,0.39,0.14,Low
1283,5,0.04,0.07,0.12,0.22,0.07,0.51,0.63,0.2,0.42,0.17,0.36,Medium
1284,51,0.01,0.82,0.75,0.64,0.0,0.15,0.15,0.74,0.09,0.74,0.04,Low
1285,6,0.55,0.22,0.21,0.22,0.76,0.55,0.54,0.3,0.56,0.37,0.59,High
1286,25,0.03,0.35,0.38,0.37,0.02,0.29,0.42,0.32,0.42,0.52,0.49,High
1287,6,0.02,0.41,0.42,0.4,0.02,0.24,0.35,0.31,0.26,0.63,0.53,High
1288,29,0.0,0.2,0.23,0.24,0.01,0.52,0.52,0.21,0.25,0.35,0.06,Low
1289,1,0.0,0.17,0.3,0.16,0.02,0.39,0.43,0.48,0.51,0.26,0.19,Low
1290,6,0.03,0.25,0.23,0.21,0.04,0.45,0.5,0.18,0.6,0.42,0.28,Medium
1291,6,0.0,0.26,0.24,0.23,0.01,0.42,0.54,0.14,0.7,0.34,0.14,Low
1292,5,0.02,0.12,0.12,0.13,0.05,0.59,0.59,0.2,0.57,0.43,0.9,High
1293,18,0.01,0.13,0.15,0.17,0.03,0.57,0.64,0.11,0.77,0.32,0.05,Low
1294,12,0.05,0.28,0.31,0.33,0.03,0.24,0.44,0.18,0.31,0.3,0.15,Low
1295,22,0.06,0.11,0.14,0.2,0.12,0.48,0.55,0.28,0.77,0.27,1.0,High
1296,34,0.0,0.29,0.35,0.3,0.01,0.33,0.47,0.31,0.53,0.36,0.21,Low
1297,9,0.01,1.0,1.0,1.0,0.0,0.07,0.06,1.0,0.2,0.58,0.02,Low
1298,16,0.01,0.14,0.24,0.17,0.03,0.12,0.1,0.8,0.37,0.38,0.07,Low
1299,5,0.02,0.13,0.16,0.21,0.05,0.37,0.57,0.25,0.48,0.28,0.21,Low
1300,40,0.01,0.17,0.2,0.17,0.03,0.38,0.48,0.14,0.51,0.21,0.21,Low
1301,47,0.01,0.14,0.18,0.21,0.03,0.87,0.8,0.18,0.47,0.35,0.4,Medium
1302,34,0.0,0.89,0.83,0.7,0.0,0.19,0.17,0.68,0.06,0.67,0.04,Low
1303,48,0.12,0.17,0.15,0.16,0.25,1.0,0.75,0.3,0.7,0.31,0.31,Medium
1304,39,0.05,0.44,0.45,0.4,0.01,0.17,0.24,0.41,0.18,0.72,0.2,Low
1305,39,0.0,0.3,0.33,0.3,0.01,0.37,0.47,0.22,0.28,0.55,0.05,Low
1306,40,0.57,0.23,0.28,0.35,0.49,0.17,0.29,0.41,0.37,0.52,0.54,High
1307,6,0.03,0.35,0.31,0.22,0.04,0.4,0.56,0.14,0.49,0.56,0.54,High
1308,41,0.01,0.24,0.27,0.25,0.02,0.26,0.32,0.3,0.27,0.44,0.11,Low
1309,12,0.1,0.32,0.3,0.34,0.04,0.18,0.31,0.23,0.24,0.35,0.13,Low
1310,22,0.01,0.04,0.05,0.1,0.04,0.88,0.83,0.16,0.76,0.12,0.42,High
1311,51,0.03,0.23,0.27,0.22,0.05,0.35,0.39,0.46,0.26,0.37,0.06,Low
1312,6,0.0,0.08,0.11,0.15,0.02,0.36,0.68,0.06,0.89,0.0,0.7,High
1313,4,1.0,0.29,0.3,0.31,1.0,0.3,0.36,0.31,0.41,0.57,0.45,High
1314,51,0.0,0.52,0.5,0.4,0.0,0.18,0.25,0.47,0.12,0.65,0.15,Low
1315,25,0.05,0.43,0.46,0.36,0.03,0.4,0.45,0.29,0.49,0.48,0.15,Low
1316,39,0.0,0.44,0.43,0.42,0.0,0.22,0.29,0.37,0.18,0.62,0.12,Low
1317,5,0.01,0.41,0.38,0.35,0.01,0.08,0.2,0.37,0.17,0.73,0.11,Low
1318,39,0.01,0.99,0.9,0.88,0.0,0.01,0.0,0.96,0.0,0.76,0.03,Low
1319,34,0.0,0.33,0.37,0.43,0.01,0.21,0.36,0.32,0.16,0.65,0.09,Low
1320,40,0.02,0.15,0.18,0.25,0.04,0.36,0.48,0.24,0.51,0.3,0.3,Medium
1321,48,0.07,0.23,0.25,0.25,0.09,0.52,0.51,0.24,0.43,0.47,0.39,Medium
1322,23,0.0,0.48,0.48,0.44,0.0,0.16,0.18,0.46,0.25,0.67,0.05,Low
1323,48,0.0,0.19,0.29,0.19,0.02,0.18,0.23,0.64,0.35,0.56,0.03,Low
1324,54,0.04,0.16,0.23,0.26,0.05,0.39,0.43,0.29,0.42,0.3,0.22,Low
1325,6,0.02,0.69,0.83,1.0,0.01,0.08,0.07,0.8,0.04,0.74,0.33,Medium
1326,48,0.01,0.28,0.24,0.15,0.02,0.46,0.63,0.07,0.3,0.68,0.83,High
1327,32,0.09,0.45,0.41,0.39,0.04,0.14,0.29,0.27,0.32,0.64,0.11,Low
1328,42,0.0,0.23,0.27,0.22,0.01,0.52,0.54,0.18,0.4,0.31,0.07,Low
1329,48,0.03,0.07,0.18,0.15,0.08,0.39,0.47,0.41,0.46,0.29,0.28,Medium
1330,9,0.01,0.8,0.75,0.66,0.0,0.1,0.14,0.67,0.22,0.72,0.02,Low
1331,12,0.01,0.23,0.25,0.29,0.02,0.3,0.44,0.23,0.44,0.22,0.41,High
1332,34,0.01,0.34,0.37,0.52,0.01,0.11,0.22,0.42,0.26,0.44,0.12,Low
1333,4,0.22,0.33,0.34,0.29,0.15,0.23,0.29,0.27,0.36,0.63,0.34,Medium
1334,55,0.02,0.34,0.36,0.34,0.01,0.2,0.26,0.32,0.24,0.57,0.07,Low
1335,19,0.0,0.21,0.26,0.24,0.01,0.28,0.28,0.23,0.19,0.45,0.05,Low
1336,42,0.01,0.47,0.46,0.34,0.0,0.23,0.36,0.21,0.12,0.64,0.12,Low
1337,25,0.01,0.64,0.68,0.7,0.0,0.07,0.12,0.72,0.24,0.5,0.04,Low
1338,48,0.03,0.22,0.23,0.27,0.04,0.31,0.42,0.3,0.46,0.41,0.3,Medium
1339,45,0.03,0.44,0.46,0.47,0.02,0.1,0.14,0.68,0.05,0.75,0.06,Low
1340,54,0.01,0.26,0.3,0.32,0.01,0.22,0.29,0.36,0.27,0.42,0.09,Low
1341,32,0.4,0.31,0.32,0.33,0.26,0.23,0.4,0.2,0.41,0.59,0.42,High
1342,55,0.04,0.23,0.28,0.27,0.04,0.5,0.42,0.27,0.21,0.48,0.02,Low
1343,25,0.11,0.34,0.36,0.34,0.08,0.38,0.42,0.5,0.39,0.6,0.1,Low
1344,39,0.01,0.21,0.25,0.21,0.02,0.28,0.4,0.2,0.4,0.41,0.07,Low
1345,48,0.1,0.64,0.61,0.56,0.03,0.06,0.09,0.75,0.2,0.72,0.11,Low
1346,53,0.0,0.29,0.31,0.32,0.01,0.22,0.31,0.23,0.52,0.19,0.03,Low
1347,42,0.0,0.35,0.39,0.35,0.01,0.35,0.49,0.21,0.13,0.42,0.06,Low
1348,23,0.01,0.3,0.32,0.28,0.01,0.25,0.35,0.2,0.28,0.59,0.03,Low
1349,25,0.02,0.53,0.55,0.47,0.01,0.14,0.21,0.42,0.31,0.61,0.11,Low
1350,6,0.07,0.3,0.25,0.16,0.09,0.9,0.82,0.14,0.55,0.38,0.52,High
1351,48,0.0,0.1,0.13,0.14,0.03,0.67,0.69,0.2,0.58,0.28,0.25,Low
1352,48,0.06,0.44,0.42,0.37,0.02,0.11,0.21,0.35,0.24,0.77,0.11,Low
1353,12,0.13,0.06,0.12,0.39,0.21,0.58,0.6,0.33,0.59,0.18,0.82,High
1354,39,0.0,0.28,0.34,0.31,0.01,0.16,0.42,0.19,0.35,0.61,0.14,Low
